Section,Instructor,TA,Section_TA,Next,Running,Reachout,Reachout_1,Reachout_2,Running_exam,Exam 1,Exam 2,Exam 3,Exam 4,Polling_1,Polling_2,Polling_3,Polling_4,Polling_5,Polling_6,Polling_7,Polling_8,Polling_9,Polling_10,Polling_11,Polling_12,Polling_13,Polling_14,Polling_15,Polling_16,Polling_17,Polling_18,Polling_19,Polling_20,Polling_21,Polling_22,Polling_23,Polling_24,Polling_25,RQ_1,RQ_2,RQ_3,RQ_4,RQ_5,RQ_6,RQ_7,RQ_8,RQ_9,RQ_10,RQ_11,RQ_12,RQ_13,RQ_14,RQ_15,RQ_16,RQ_17,RQ_18,RQ_19,RQ_20,RQ_21,RQ_22,RQ_23,RQ_24,RQ_25,Grade,Minor,c_running,Below,Compliance,Firstgen,Female
2,1,28,228,88,88.13,0,0,0,59,75,59,88,83,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.6,1.71,1.5,1.71,2,2,2,2,2,2,2,2,1.8,2,2,2,1.75,2,2,2,2,2,2,2,1.4,1.8,2,1.75,2,2,2,1.75,2,2,2,90.27,0,16.63,0,1,1,1
2,2,29,229,87,72.01,0,0,0,56,56,87,69,87,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,2,2,2,2,0,2,2,1.78,2,2,2,2,2,1.5,1.82,2,2,2,2,2,2,2,2,2,2,1.75,2,2,1.6,2,2,2,90.28,1,0.51,0,1,0,1
2,2,16,216,83,73.19,0,0,0,58,58,83,92,86,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,0,2,1.6,2,2,2,2,0,2,0,0,2,2,2,2,2,0,2,2,2,1.6,2,2,2,2,0,1.8,2,1.75,2,2,0.8,2,2,1.4,90.29,0,1.69,0,1,1,1
2,2,35,235,61,85.86,0,0,0,79,79,61,79,89,2,2,2,2,1.67,2,2,1.5,2,2,2,2,2,2,2,2,2,1.6,1.25,2,2,0.67,2,2,2,1.78,2,2,1.68,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1.78,1.2,0,2,2,90.29,0,14.36,0,1,0,1
2,2,24,224,97,69.37,1,1,0,66,66,97,84,89,2,2,1.2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,2,1.76,2,2,2,1.75,1.82,0,1.75,2,1.1,1.2,1.8,0,0,0,2,0,0,2,2,1.6,2,2,90.3,1,-2.13,1,1,0,1
2,2,19,219,79,88.1,0,0,0,85,85,79,74,81,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1.6,2,2,1.75,2,2,2,2,2,2,1.12,2,1.78,2,2,0.75,1.5,0,2,1.75,2,2,1.6,2,2,1.8,1.8,2,1.75,1.2,1.56,2,2,2,2,90.31,0,16.6,0,1,0,1
2,2,2,202,85,86.67,0,0,0,79,79,85,78,83,2,1.6,1.6,2,2,2,1.67,1.5,2,2,2,2,2,2,0,0,2,0.8,1.5,2,1.5,2,2,2,2,1.78,2,2,1.84,2,2,2,2,2,2,2,2,2,2,2,2,1.8,2,1.75,2,2,1.2,0,1.75,0.9,90.32,0,15.17,0,1,1,1
2,2,18,218,87,73.54,0,0,0,58,58,87,79,81,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,2,2,0,0,1.78,2,2,2,2,2,1.75,2,2,2,2,2,2,2,2,2,1.6,2,1.5,2,2,1.2,0,0,2,90.32,0,2.04,0,1,0,0
2,1,32,232,87,86.93,0,0,0,73,73,73,87,89,2,2,2,2,2,1.75,2,1.6,1.75,1.67,2,2,2,1.5,2,2,0,0,0,2,2,2,0,0.8,0,2,2,1.6,2,1.75,2,1.75,2,2,2,2,2,2,2,2,1.8,2,0,2,1.8,2,1.5,2,2,1.8,90.32,0,15.43,0,1,1,1
1,1,13,113,79,82.4,0,0,0,62,66,62,79,77,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.5,2,2,2,1.68,1.78,2,1.84,2,2,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,1.78,2,1.25,2,2,90.33,0,10.9,0,1,0,1
2,1,25,225,83,88.11,0,0,0,58,75,58,83,86,2,2,2,2,2,2,1,2,2,0,2,2,0,1.5,2,2,2,1.5,2,2,2,2,2,2,2,2,2,1.8,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90.33,0,16.61,0,1,1,1
2,1,28,228,85,91.74,0,0,0,82,78,82,85,76,2,2,2,2,2,2,2,2,1.75,2,2,2,1.5,2,1.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.8,2,2,2,2,2,1.75,2,2,2,90.33,0,20.24,0,1,1,1
3,2,31,331,72,75,0,0,0,73,73,72,88,97,0,0,0,0,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,0,2,0,1.33,0,0,1.84,1.8,1.75,2,1.25,2,2,0,1.82,2,2,2,2,1.8,1.6,1.75,1.8,1.8,1.75,0,2,2,2,90.33,0,3.5,0,1,0,1
1,1,36,136,67,85.61,0,0,0,70,72,70,67,84,1.6,2,2,1.25,2,2,2,2,1.6,1.67,0,2,2,1.6,1.33,2,2,1.6,2,1.71,1,1.5,2,2,2,1.68,2,2,2,2,2,2,2,2,2,1.8,1.1,2,2,2,2,1.8,2,2,2,2,2,2,2,2,90.33,0,14.11,0,1,0,0
2,2,3,203,84,88.3,0,0,0,84,84,84,85,82,2,2,2,2,1.67,2,2,1.5,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.34,1.68,1.25,1.75,1.75,2,1.4,2,2,1.64,1.8,1.6,1.2,1.6,1,1.8,1.75,1.6,1.78,2,1.4,2,2,90.34,0,16.8,0,1,0,1
2,2,21,221,86,86.08,0,0,0,77,77,86,69,80,2,2,2,2,1.67,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.78,1.75,2,2,2,2,1.25,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,1.2,2,1.75,2,90.34,0,14.58,0,1,1,1
2,2,23,223,93,81.85,0,0,0,78,78,93,84,90,2,2,2,2,2,2,2,2,2,0,2,1.5,2,2,2,2,2,2,2,1.33,2,0,0,2,1.5,1.78,2,1.34,2,1.25,2,2,2,2,0,1.8,1.82,1.8,1.2,0,1.8,2,2,1.5,2,0,0,2,2,1.7,90.35,0,10.35,0,1,0,1
1,1,33,133,90,83.83,0,0,0,60,70,60,90,67,2,2,2,1.75,0,2,2,1.6,2,1.67,1.56,2,1.71,2,0,2,2,2,2,2,2,2,0,2,2,2,1.78,2,1.84,2,2,1.5,2,2,2,1.6,1.82,2,2,2,1.8,1.8,2,2,2,2,2,2,2,2,90.36,0,12.33,0,1,0,1
1,1,4,104,80,84.18,0,0,0,54,69,54,80,76,0.8,2,2,2,0,2,2,2,2,2,1.78,2,2,2,2,1,2,2,2,1.71,1,1,1.33,2,1,2,1.78,2,2,0,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,90.38,1,12.68,0,1,1,1
2,2,12,212,87,90.32,0,0,0,86,86,87,87,91,2,2,0,2,0,2,2,2,0.89,0,2,2,2,2,2,0,0,1.6,1,1.67,2,0.67,2,1,0.5,2,2,2,1.84,2,1.25,2,2,2,1.75,1.6,1.82,2,2,2,2,2,2,1.75,2,2,0,0,1.5,0,90.38,1,18.82,0,1,1,1
2,1,32,232,86,87.29,0,0,0,75,75,75,86,89,2,2,2,1.71,2,2,2,2,2,2,2,1.78,2,2,1.2,0.8,1.71,2,2,2,2,2,2,0,2,1.78,1.68,2,2,2,1.82,1.25,2,2,1.8,1.82,2,2,1.6,2,1.8,2,1.75,2,1.8,2,2,2,2,2,90.38,0,15.79,0,1,0,1
3,2,8,308,77,82,0,0,0,73,73,77,85,86,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1.33,1,2,2,2,2,1,2,1.75,2,2,2,2,2,2,2,1.75,1.6,1.82,2,2,2,2,2,2,2,2,1.8,2,2,2,2,2,90.39,0,10.5,0,1,1,1
3,2,13,313,67,77,0,0,0,61,61,67,92,84,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,1.8,1.75,2,1.5,1.8,2,1.8,1.46,2,2,2,2,1.8,2,1.25,2,1.8,1.75,2,2,2,2,90.39,1,5.5,0,1,0,0
1,1,9,109,84,83.16,0,0,0,67,66,67,84,70,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,1.78,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,90.4,0,11.66,0,1,1,1
3,2,31,331,71,89,0,0,0,85,85,71,78,87,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,1.25,0.66,1.84,1.6,1.75,2,1.75,1.8,2,1.8,1.82,1.6,2,2,2,1.4,2,1.75,1.8,1.8,2,2,1.8,2,1.6,90.4,0,17.5,0,1,0,1
1,1,11,111,88,80.79,0,0,0,66,53,66,88,69,2,2,1.33,1.75,2,0,2,1.6,2,2,2,2,2,1.6,2,2,2,1.2,2,2,2,0,2,2,2,1.64,1.56,2,2,2,0,2,2,2,2,2,0,2,2,2,0,1.8,2,0,1.8,2,1.8,1.75,2,2,90.41,0,9.29,0,1,0,0
3,2,18,318,71,82,0,0,0,68.5,68.5,71,83,89,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,2,1.75,2,1.5,2,2,2,2,2,2,2,2,2,2,2,1.8,1.8,2,1.8,2,2,2,90.41,0,10.5,0,1,0,0
1,1,28,128,72,77.86,0,0,0,56,57,56,72,83,2,2,2,2,2,2,2,2,2,1.67,1.78,2,2,2,2,2,2,2,2,2,1,1,1.33,0.67,2,2,2,2,2,2,2,2,1.82,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,90.41,0,6.36,0,1,0,1
2,2,30,230,81,82.52,0,0,0,73,73,81,85,80,2,1.6,2,2,2,2,2,2,1.78,2,2,2,2,2,2,2,2,1.2,2,2,2,2,2,2,2,1.12,1.5,1.78,1.68,2,1.75,1.75,2,2,2,1.6,2,2,2,2,2,2,2,1.75,2,2,2,0,1.5,2,90.41,0,11.02,0,1,1,1
1,1,38,138,0,87.7,0,0,0,80,80,80,0,86,1.2,2,2,2,1.2,2,1.33,2,2,1.67,2,2,2,2,2,2,2,2,0,2,2,2,0.67,2,1,1.68,1.78,1.56,1.32,1.5,1.5,1.25,2,1.8,1,1.8,1.82,1.8,2,2,1.8,1.6,2,1.75,0.4,1.78,1.6,2,1.4,2,90.41,0,16.2,0,1,0,0
2,2,17,217,85,86.55,0,0,0,82,82,85,85,90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,1.33,2,0,0,0,0,1.56,2,1.78,1.68,1.75,1.25,2,2,2,1.25,1.8,1.46,1.6,1.4,0,2,2,2,1.5,1.2,1.78,1.6,1,0,2,90.42,0,15.05,0,1,1,1
3,2,32,332,67,84,0,0,0,74,74,67,91,85,2,2,0,1.78,2,1.67,2,2,2,0,1.33,1.67,2,2,1.6,2,2,0,2,2,2,0,0,0,2,1.5,2,1.8,1.8,2,2,2,1.8,1.75,2,2,2,2,2,2,2,2,1.75,2,2,1.75,2,2,2,2,90.42,0,12.5,0,1,0,0
2,2,7,207,83,79.18,0,0,0,68,68,83,72,89,2,2,2,2,2,2,0,2,1.78,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1.8,2,1.75,1.75,2,1.8,2,2,1.82,2,2,2,1.8,2,2,2,2,1.78,2,2,2,2,90.43,0,7.68,0,1,0,0
2,2,23,223,77,68.89,1,1,0,56,56,77,85,83,2,2,2,2,1.67,1,2,1.5,2,2,2,2,2,2,2,2,2,1.6,1.75,2,2,2,2,2,2,1.34,2,2,1.52,2,2,2,2,2,1.5,2,2,2,2,2,2,2,2,1.75,2,1.78,1.6,2,1.75,2,90.43,0,-2.61,1,1,0,1
2,1,28,228,69,92.22,0,0,0,75,84,75,69,91,2,2,2,2,2,2,2,2,1.75,0,2,2,1.5,0,1.6,2,1.71,2,0,0,2,1.67,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1.6,2,2,2,0,2,1.5,0,2,2,90.43,0,20.72,0,1,1,1
3,2,32,332,79,76,0,0,0,66.5,66.5,79,89,82,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1.5,2,2,1.8,2,2,2,2,2,1.8,2,2,2,2,2,2,2,1.75,2,1.8,2,1.8,0,2,2,90.43,1,4.5,0,1,0,0
3,2,11,311,63,84,0,0,0,73,73,63,88,86,0,1.6,2,2,0,2,2,1.5,2,2,1.33,2,2,1,0,2,2,2,2,2,2,2,2,2,2,1.75,2,1.84,1.8,1.75,2,2,2,2,1.6,2,1.8,2,2,2,1.8,2,2,1.8,1.8,2,2,2,2,1.8,90.44,1,12.5,0,1,0,1
2,2,24,224,81,79.01,0,0,0,70,70,81,82,82,2,2,2,2,1.67,2,2,2,2,2,2,2,2,2,1.6,2,2,2,1.75,2,2,2,0,2,2,1.56,1.75,1.78,1.64,2,2,1.75,2,0,2,1.8,1.82,2,2,2,1.8,2,2,1.75,2,2,1.6,1.8,2,2,90.44,1,7.51,0,1,0,1
2,1,32,232,78,87.96,0,0,0,63,74,63,78,92,2,2,2,2,2,2,2,1.6,2,2,1.33,1.33,2,0,1.6,2,2,2,2,2,2,2,2,2,2,2,2,1.8,2,2,2,2,0,2,2,2,2,2,2,2,1.8,2,2,2,1.8,2,1.75,2,2,2,90.44,0,16.46,0,1,1,1
2,2,19,219,69,80.16,0,0,0,70,70,69,87,87,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,1.78,1.5,1.34,2,2,2,2,2,2,2,1.6,2,1.8,2,2,2,1.8,2,1.75,2,2,2,2,1.5,2,90.46,0,8.66,0,1,1,1
1,1,31,131,83,88.66,0,0,0,79,73,79,83,74,1.6,2,2,2,2,2,2,2,2,1.67,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.64,2,2,2,2,2,2,1.82,1.8,2,2,2,1.8,2,2,2,2,2,2,1.2,2,2,2,2,2,90.46,0,17.16,0,1,1,1
3,2,32,332,64,95,0,0,0,93,93,64,81,92,2,0,1.71,1.78,2,1.67,2,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2,0,2,2,2,2,0,2,1.5,2,2,2,2,2,2,2,2,2,2,1.75,2,2,0,2,2,2,2,90.46,0,23.5,0,1,0,0
2,2,17,217,84,83.61,0,0,0,75,75,84,75,85,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,1.6,2,2,2,0,2,0,0,2,2,2,2,1.76,1.64,1.25,2,1.5,1.82,2,2,2,2,2,2,2,2,2,2,0,1.8,2,2,2,2,2,90.47,0,12.11,0,1,0,1
2,2,23,223,75,77.84,0,0,0,67,67,75,77,95,2,2,2,2,0,2,2,1.5,2,2,1.5,2,2,2,2,2,2,1.6,2,1.67,2,2,2,2,1.5,1.78,1.75,1.78,1.48,2,2,1.75,2,1.2,1.75,2,1.82,1.8,1.8,2,2,1.8,2,1.75,2,2,2,0,1.75,2,90.47,0,6.34,0,1,0,0
1,1,35,135,85,89.2,0,0,0,79,69,79,85,70,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1.33,2,2,1.84,2,2,1.84,2,2,2,2,1.8,2,2,2,2,2,2,2,1.8,2,2,2,2,2,1.75,2,2,90.47,1,17.7,0,1,1,1
1,1,38,138,84,94.65,0,0,0,80,93,80,84,71,1.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.5,2,2,2,2,1,2,2,2,2,1.8,1.78,1.78,1.64,1,1.75,1.5,1.82,1.6,1,1.8,2,1.6,2,1.6,1.8,1.4,1.8,1.75,1.6,1.56,1.6,1.75,1.8,1.8,90.47,0,23.15,0,1,0,0
3,2,27,327,69,82,0,0,0,73,73,69,90,83,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90.48,1,10.5,0,1,0,1
1,1,34,134,89,87.66,0,0,0,70,79,70,89,74,1.6,2,2,2,2,2,2,2,2,2,0.67,1.33,2,1.6,2,2,2,1.6,2,1.71,2,2,2,2,2,1.84,0,1.78,1.48,1.75,1.75,1.75,1.8,1.8,1.75,2,0,2,2,2,1.8,1.8,1.8,1.75,1.6,2,0,1.75,1.6,1.8,90.48,0,16.16,0,1,1,1
2,2,18,218,80,84.69,0,0,0,76,76,80,82,82,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1.78,1.75,2,2,2,1.75,1.75,2,2,2,2,1.82,2,2,2,2,2,2,1.75,2,2,2,2,1.5,2,90.49,1,13.19,0,1,0,1
3,2,27,327,75,89,0,0,0,87,87,75,89,82,2,2,1.71,1.78,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,0,2,2,1.75,1.34,1.48,0,2,2,1.75,2,2,0,2,1.8,2,2,0,2,2,1.5,2,1.8,0,2,2,2,1.4,90.49,0,17.5,0,1,1,0
3,2,24,324,66,82,0,0,0,69,69,66,98,81,2,2,2,1.78,2,2,2,2,1.5,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,2,2,1.78,1.84,2,2,2,1.5,1.8,2,2,2,2,2,0,0,2,2,1.75,2,1.8,2,2,2,2,2,90.5,0,10.5,0,1,1,0
1,1,36,136,79,85.2,0,0,0,71,67,71,79,78,1.6,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,0,2,2,2,2,1.84,2,2,1.75,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,0.2,0,90.5,0,13.7,0,1,0,1
2,1,22,222,88,92.12,0,0,0,86,86,86,88,91,2,2,2,2,0,2,1.5,2,2,2,2,2,2,2,1.6,2,0,0,1.71,0,0,1.67,2,0,2,1.78,2,1.8,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0,2,1.75,2,2,0,90.51,0,20.62,0,1,1,1
1,1,5,105,79,91.3,0,0,0,81,84,81,79,72,1.6,2,1.33,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.68,1.56,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,90.52,0,19.8,0,1,0,1
3,2,11,311,70,83,0,0,0,70,70,70,87,85,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,1.6,2,2,2,2,2,2,2,2,2,2,2,1.8,2,2,2,1.8,2,2,2,2,2,90.52,0,11.5,0,1,0,1
2,2,30,230,80,73.92,0,0,0,62,62,80,79,92,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.56,1.75,1.56,1.64,1.5,1.5,1.25,1.82,1.2,2,1.6,2,2,0,2,1.8,2,2,2,2,2,1.2,2,1.75,2,90.52,0,2.42,0,1,0,0
3,2,31,331,74,84,0,0,0,72,72,74,94,79,2,1.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90.52,0,12.5,0,1,0,1
3,2,1,301,52,89,0,0,0,80,80,52,91,74,2,2,2,2,1.33,1.67,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,2,1.75,2,2,2,2,2,1.75,2,2,1.6,2,2,2,2,2,1.8,2,1.75,2,1.8,2,2,2,2,2,90.53,0,17.5,0,1,0,1
1,1,6,106,64,84.92,0,0,0,72,72,72,64,88,2,1.5,2,2,2,2,2,2,2,0,1.78,2,2,1.6,2,2,2,1.6,2,2,2,1.5,2,2,2,1.8,1.32,2,2,2,1.75,2,1.82,2,2,2,2,2,2,2,1.8,2,2,2,1.8,2,1.6,1.75,2,2,90.53,1,13.42,0,1,0,0
1,1,34,134,77,83.16,0,0,0,67,58,67,77,78,2,1.5,2,2,2,2,2,2,2,2,1.78,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.64,2,1.78,2,2,1.75,2,2,2,2,2,2,2,2,2,2,1.8,2,2,2,2,2,1.75,2,2,90.53,0,11.66,0,1,1,1
1,1,4,104,64,86.28,0,0,0,76,61,76,64,83,2,2,2,2,2,2,2,2,0,2,2,2,2,1.6,2,2,2,2,2,0,2,2,2,0,2,2,1.34,2,2,2,2,2,2,2,2,2,1.82,2,2,2,2,0,1.8,2,2,2,2,1.75,1.8,2,90.54,0,14.78,0,1,0,1
2,1,22,222,89,92.37,0,0,0,80,85,80,89,75,2,2,2,2,2,2,2,2,2,2,0,1.78,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1.8,1.75,2,1.64,1.75,1.6,2,1.8,2,1.8,2,2,2,2,1.8,2,2,2,1,1.75,2,2,2,90.54,0,20.87,0,1,1,1
2,2,26,226,82,77.32,0,0,0,63,63,82,83,79,2,2,2,2,2,2,2,2,2,0,1.5,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,1.75,2,1.8,2,2,2,2,2,2,2,2,2,1.75,2,2,1.6,2,1.5,2,90.54,1,5.82,0,1,0,1
1,1,35,135,59,89.08,0,0,0,70,79,70,59,76,1.6,2,2,1.75,2,2,2,2,2,2,2,2,2,2,2,1.5,2,2,2,2,2,2,2,2,2,1.84,1.78,2,2,2,2,2,2,1.8,2,2,2,2,2,2,1.8,2,2,2,2,2,2,2,2,2,90.55,0,17.58,0,1,1,1
1,1,6,106,76,89.45,0,0,0,81,66,81,76,80,2,1,2,2,2,2,2,0.8,2,0,0,0.67,1.71,2,1.33,2,2,2,2,2,2,2,2,0,1,1.84,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.76,2,0,2,2,90.56,0,17.95,0,1,0,1
3,2,24,324,73,82,0,0,0,69,69,73,83,88,1.33,1.6,2,1.78,2,1.67,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1.75,2,2,2,2,2,1.75,2,2,2,2,2,2,2,2,1.6,2,2,2,1.8,2,2,2,2,2,90.56,0,10.5,0,1,1,1
3,2,31,331,82,87,0,0,0,81,81,82,78,87,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,2,2,2,2,2,2,2,1.2,0,2,2,2,2,2,2,2,2,2,2,2,2,1.8,2,0,2,2,2,2,2,2,2,2,2,2,2,90.56,0,15.5,0,1,1,1
2,2,10,210,81,80.69,0,0,0,72,72,81,74,90,2,2,2,2,2,1,1.67,2,2,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.34,2,1.78,2,2,1.75,1.75,2,2,2,2,2,2,2,2,1.8,1.8,2,1.75,1.8,2,2,2,1.75,2,90.57,1,9.19,0,1,1,1
3,2,18,318,87,82,0,0,0,68,68,87,83,79,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,1.75,2,2,1.8,2,1.82,1.5,2,2,1.6,2,2,2,2,2,1.8,2,1.75,2,2,2,2,2,2,2,90.57,0,10.5,0,1,0,1
1,1,34,134,72,91.39,0,0,0,84,83,84,72,75,2,2,2,1.5,2,2,0.67,1.6,2,1.67,1.78,2,0,2,2,2,1.33,2,2,1.71,2,0,2,1.33,2,2,1.34,2,2,2,2,1.75,2,2,2,0,1.82,2,2,2,1.8,2,2,2,2,2,2,0,2,2,90.57,0,19.89,0,1,1,1
2,2,35,235,91,81.22,0,0,0,81,81,91,92,93,2,1.6,2,0.33,2,2,2,2,1.78,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.5,0,1.78,2,2,1.48,1.75,1.5,1.25,2,2,2,2,1.82,2,2,2,1.8,1.6,2,0,2,0,1.6,1.8,2,0,90.57,0,9.72,0,1,0,0
1,1,15,115,84,90.31,0,0,0,81,54,81,84,71,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.6,2,1.71,2,2,2,2,2,2,1.78,2,1.8,2,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90.58,0,18.81,0,1,1,1
2,1,28,228,73,89.56,0,0,0,74,78,74,73,94,2,2,2,2,2,2,1.5,2,2,2,0,2,0,2,2,2,2,2,2,2,0,2,0,1.6,2,2,2,1.8,2,2,2,1.75,2,1.75,2,1.82,2,2,2,2,2,2,2,2,1.8,2,1.5,2,2,1.8,90.6,0,18.06,0,1,1,1
2,1,28,228,75,90.98,0,0,0,74,83,74,75,96,1.67,2,2,2,2,2,2,2,2,2,2,2,2,0,1.6,2,2,2,1.71,1,0,1,2,1.6,1,1.78,1.68,1.8,2,2,1.64,1.5,2,2,2,1.64,2,2,2,2,2,2,2,2,1.8,2,1.75,2,2,2,90.6,0,19.48,0,1,1,1
2,2,2,202,87,80.92,0,0,0,71,71,87,72,89,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,1.75,0,2,0,0,2,2,2,2,2,2,2,0,1.75,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1.6,2,2,2,90.61,0,9.42,0,1,1,1
2,1,8,208,76,90.65,0,0,0,65,80,65,76,89,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,1.8,2,2,2,2,2,1.8,2,2,2,1.8,2,1.5,2,2,2,90.61,1,19.15,0,1,1,1
2,2,23,223,73,87.45,0,0,0,82,82,73,76,88,2,2,1.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.5,1.78,1.75,2,2,2,2,1.75,2,1.8,2,2,2,2,1.8,2,2,1.8,2,1.75,2,2,1.2,2,1.5,2,90.61,1,15.95,0,1,1,1
2,2,37,237,75,67.04,1,1,0,48,48,75,84,85,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.6,1.5,1.33,2,2,2,2,2,2,1.75,1.78,2,2,2,1.75,2,2,1.75,1.6,2,2,2,2,2,1.6,2,2,2,2,2,2,2,2,90.61,0,-4.46,1,1,1,1
3,2,1,301,69,85,0,0,0,73,73,69,93,77,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1.75,2,2,1.8,2,2,2,2,2,2,2,2,2,2,2,1.8,2,2,2,1.8,2,2,2,2,2,90.62,0,13.5,0,1,1,1
1,1,36,136,76,85.62,0,0,0,72,67,72,76,80,2,1.34,2,2,2,1,2,1.6,1.6,2,2,2,2,2,2,1.5,2,2,2,2,2,1.5,2,2,2,2,2,2,2,1.75,2,2,2,1.4,2,2,1.82,1.4,2,2,2,2,2,2,2,2,2,1.5,2,1.8,90.62,1,14.12,0,1,1,1
2,2,23,223,81,85.16,0,0,0,77,77,81,85,88,2,2,2,2,2,2,2,2,2,2,2,2,1.33,0,2,2,2,2,2,2,2,2,0,2,2,1.78,2,1.76,1.8,2,2,2,1.82,1.8,1.25,2,1.82,1.8,1.6,2,1.8,2,2,1.75,2,1.78,2,1.2,0,1.7,90.63,0,13.66,0,1,1,1
